# B12: Tutorial 1 — 2558-2687 — 130 lines
# GLOBAL: preserve {param} {@keyword} %%d %%s [glitch] [br] [color] BBCode emoji
# FORMAT: append |en_text at end of each line
# key	zh	en
TRES_TUT_CHUYOU_FALLBACK_DESCRIPTION_0	继续前行	The Taoist, you realize, has been standing behind you for some time. He leans over to glance at the draft, and a flash of astonishment crosses his eyes.
TRES_TUT_CHUYOU_FALLBACK_DESCRIPTION_1	你在泰山山间漫步，呼吸着新鲜空气。山风吹过，树叶沙沙作响，偶尔几声鸟鸣从远处传来。

远远望去，山顶仍被那团浓雾笼罩着。不知何时才能一睹泰山真容。	You recall the Taoist's words — "Mountaineering is not won with the brush." Perhaps you still need something more.
TRES_TUT_CHUYOU_FALLBACK_NAME_0	山间漫步	"Fine! Fine indeed! 'I must ascend the utmost peak, and see all other mountains dwarfed beneath!'" The Taoist claps his hands in praise. "Young man, with a poetic gift like this, you will surely win great renown. A name inscribed in the annals of history is no idle dream."
TRES_TUT_CHUYOU_LOOKUP_DESCRIPTION_0	云雾散尽，抬头仰望泰山之巅	"You're back." His tone is calm. "Judging by your expression — what did you encounter?"
TRES_TUT_CHUYOU_LOOKUP_NAME_0	出游 · 往上看	You stand at the cliff's edge, looking down at the mountain ranges stretching to the edge of the sky. An indescribable emotion swells in your chest. The world is so vast — and you are but a speck of dust within it.
TRES_TUT_CHUYOU_NAME_0	出游	The Taoist comes to stand beside you and speaks softly: "This humble priest must sit in meditation for a while. Go wander where you will. These mountains still hold much worth seeing."
TRES_TUT_CHUYOU_NORTH_DESCRIPTION_0	攀上北面岩壁，远眺泰山主峰	With that, he finds a green stone, settles cross-legged upon it, closes his eyes, and speaks no more.
TRES_TUT_CHUYOU_NORTH_NAME_0	北岩望岳	Gazing into the distance, the peak remains shrouded in that thick bank of fog. Who knows when you'll finally behold Mount Tai's true face.
TRES_TUT_CHUYOU_SOUTH_DESCRIPTION_0	沿着山间溪流向南，寻幽访胜	"Go on." He waves a hand, his expression serene. "You and I share a bond of affinity. We shall meet again, in time."
TRES_TUT_CHUYOU_SOUTH_NAME_0	南溪拾趣	You bow deeply, turn, and set out on the road home. After a few steps, you cannot help but glance back — the Taoist has already turned toward the mountain, his figure slowly vanishing into the forest.
TRES_TUT_CHUYOU_WEST_DESCRIPTION_0	登上西边山岭，观赏云海奇景	This journey to Mount Tai has profited you greatly, you think. You will return to pay a visit someday.
TRES_TUT_CHUYOU_WEST_NAME_0	西峰观云	What you do not realize is that this parting will stretch across twenty years.
TRES_TUT_DEFER_DONE_DESCRIPTION_0	云雾散了！看，泰山！	The clouds beneath your feet churn like an ocean of waves. Distant peaks emerge and vanish in the sea of mist, like azure islands floating in a white expanse. The dome of heaven arches above, the stars arrayed across it, and for a moment you feel utterly alone between sky and earth.
TRES_TUT_DEFER_DONE_DESCRIPTION_1	两旬时光匆匆而过。这一日清晨，你来到道士打坐处，见他缓缓睁开眼睛。\n\n「成了。」道士拂尘一挥。\n\n你抬头望去，笼罩山顶的浓雾正以肉眼可见的速度消散。阳光穿透云层，将泰山之巅染成一片金黄。那巍峨的山体第一次完整地展现在你面前——这就是泰山，如画，如诗。	Ten thousand leagues of deep-blue waves surge and roll — the sun and moon seem to rise from within them, the River of Stars to pour from their depths.
TRES_TUT_DEFER_DONE_NAME_0	云开雾散	Scroll after scroll of bamboo slips unfurl before your eyes, filled with the names of those who rose and fell, who triumphed and perished.
TRES_TUT_DEFER_INTERRUPT_DESCRIPTION_0	晚辈知错了	You suddenly understand — this magnificent landscape, this is the poetry you are meant to write.
TRES_TUT_DEFER_INTERRUPT_DESCRIPTION_1	你贸然打断了道士的作法。他手中拂尘一顿，周身气息散了开去。\n\n道士转过头，眉头紧皱：「年轻人，作法讲究一气呵成，你这一打断，贫道又得重头来过。」\n\n他叹了口气，重新闭上双眼：「罢了罢了，下不为例。」	He slowly opens his eyes, studies you for a moment, then speaks: "Young man, why have you come to Mount Tai?"
TRES_TUT_DEFER_INTERRUPT_NAME_0	道士不悦	The mountain wind rises, and the fog churns like a tide. For a moment you think you glimpse the silhouette of the summit — then it is gone, as if it were never there.
TRES_TUT_DEFER_START_DESCRIPTION_0	等待道士行动。如果打断他可能不会很开心。	You think of the Taoist — he has cultivated on this mountain for many years. Perhaps he knows the origin of this fog.
TRES_TUT_DEFER_START_DESCRIPTION_1	他坐下，开始作法。	You rack your brains for what feels like an eternity, but all you manage are a few dry, lifeless lines. Even you shake your head at them.
TRES_TUT_DEFER_START_NAME_0	等待	远远望去，山顶仍被那团浓雾笼罩着。不知何时才能一睹泰山真容。
TRES_TUT_DIALOGUE_1_DESCRIPTION_0	在下杜甫，此番游历是为增长见识	You wander through Mount Tai's slopes, breathing the crisp mountain air. The wind rustles through the leaves, and birdsong drifts from afar.\n\nGazing into the distance, the summit remains shrouded in that thick bank of fog. Who knows when you will finally behold Mount Tai's true face.
TRES_TUT_DIALOGUE_1_DESCRIPTION_1	道士打量了你一番，笑道：「贫道在此山修行多年，看人倒也有几分眼力。小友脚步稳健，不像寻常书生那般弱不禁风。」\n\n他拂尘轻摆，示意你坐下：「未请教大名？此番来泰山，所为何事？」	The Taoist, you realize, has been standing behind you for some time. He leans over to glance at the draft, and a flash of astonishment crosses his eyes.
TRES_TUT_DIALOGUE_1_NAME_0	山中偶遇	"Fine! Fine indeed! 'I must ascend the utmost peak, and see all other mountains dwarfed beneath!'" The Taoist claps his hands in praise. "Young man, with a poetic gift like this, you will surely win great renown. A name inscribed in the annals of history is no idle dream."
TRES_TUT_DIALOGUE_2_DESCRIPTION_0	晚辈记下了	"You're back." His tone is calm. "Judging by your expression — what did you encounter?"
TRES_TUT_DIALOGUE_2_DESCRIPTION_1	道士闻言，微微颔首：「年纪轻轻便有此志，难得。」\n\n他伸手在你肩上按了按，又看了看你的脸色：「身子骨还算硬朗，面色也红润——看来家中不曾亏待了你。出门在外，身体是本钱，钱财是盘缠。这两样本钱，你得时时放在心上。」\n\n他从袖中取出一枚铜钱把玩：「贫道云游四方，深知一文钱难倒英雄汉。好在你眼下囊中尚不羞涩，趁年轻多走走。」	You stand at the cliff's edge, looking down at the mountain ranges stretching to the edge of the sky. An indescribable emotion swells in your chest. The world is so vast — and you are but a speck of dust within it.
TRES_TUT_DIALOGUE_2_NAME_0	少年意气	The Taoist comes to stand beside you and speaks softly: "This humble priest must sit in meditation for a while. Go wander where you will. These mountains still hold much worth seeing."
TRES_TUT_DIALOGUE_3_DESCRIPTION_0	晚辈愿闻其详	With that, he finds a green stone, settles cross-legged upon it, closes his eyes, and speaks no more.
TRES_TUT_DIALOGUE_3_DESCRIPTION_1	道士将铜钱递还给你，正色道：「杜小友，贫道观你不是甘于庸碌之人。你这等读书人，心里都揣着一团火——那是志向，是抱负。」\n\n他抬手指向远方：「你且看这天地。有人为名利奔波，有人为家国忧心。读圣贤书，所为者何？」\n\n他顿了顿：「文思、声望、时运——这三样东西，日后会推着你往前走，也会在关键时刻绊你一脚。心中有数，方能行远。」	Follow the mountain stream southward, seeking out secluded beauty.
TRES_TUT_DIALOGUE_3_NAME_0	志在四方	Southern Stream Discoveries
TRES_TUT_DIALOGUE_4_DESCRIPTION_0	多谢道长指点	Ascend the western ridge and behold the wondrous sea of clouds.
TRES_TUT_DIALOGUE_4_DESCRIPTION_1	道士又看了你几眼，忽然说道：「我观你才思尚可，但身子骨还需磨砺。登山不是靠笔杆子，是靠腿脚。你这副身板，若不先打熬打熬，怕是走不了多远。」\n\n他站起身，拍了拍道袍上的尘土，在你肩上按了按，力道不轻不重。\n\n「嗯，底子不错。我见过不少读书人，十年寒窗下来不是弯腰就是驼背。你这副筋骨，比他们强。」\n\n他简单教了你几式调息之法，嘱咐道：「登山之人，气力是本钱。记着这个道理。」\n\n[size=13][color=#888888]系统提示：将鼠标悬浮在左侧出现的刻印上，可以查看详细效果说明[/color][/size]	Western Peak Cloud Vista
TRES_TUT_DIALOGUE_4_NAME_0	身强体壮	The fog has lifted! Look — Mount Tai!
TRES_TUT_DIALOGUE_TIME_DESCRIPTION_0	晚辈生于大唐开元十五年，今年该是二十有六了	Two tendays pass in the blink of an eye. One morning, you arrive at the Taoist's meditation spot and find him slowly opening his eyes.\n\n\"It is done.\" The Taoist sweeps his horsetail whisk.\n\nYou look up. The dense fog shrouding the summit is dissipating before your very eyes. Sunlight pierces the clouds, dyeing Mount Tai's peak a brilliant gold. For the first time, the majestic mountain reveals itself in full before you — this is Mount Tai, a painting, a poem.
TRES_TUT_DIALOGUE_TIME_DESCRIPTION_1	道士捻须一笑：「贫道久居山中，对年月已不甚在意。小友可知今夕是何年？」\n\n他望向远处天际，目光似乎穿透了云层：「修道之人不计春秋，但你这读书人，须得心中有数。何时赶考、何时进京，都是要紧事。」\n\n他伸手指向山外：「记着时日，莫负光阴。」\n\n[size=13][color=#888888]系统提示：右上角的时间面板展示了当前的年号与旬次。每个白色圆球代表一天——在本教程中，每旬仅有 2 天可用。点击"跳过"按钮可以快速结束本旬，进入下一旬。[/color][/size]	Clouds Part, Fog Lifts
TRES_TUT_DIALOGUE_TIME_NAME_0	岁月如梭	This junior admits his error.
TRES_TUT_DRINK_TOGETHER_DESCRIPTION_0	与道长对饮	You rashly interrupt the Taoist's ritual. His whisk freezes mid-motion, and the gathered aura scatters around him.\n\nThe Taoist turns his head, brow furrowed deep: \"Young man, ritual workings must flow in one unbroken breath. With this disruption, this humble priest must begin anew from the very start.\"\n\nHe sighs and closes his eyes once more: \"Enough, enough. Let it not happen again.\"
TRES_TUT_DRINK_TOGETHER_DESCRIPTION_1	你取出随身携带的酒囊，在道士面前晃了晃。\n\n道士眼睛一亮：「好小子，来泰山还带着酒？」\n\n你们二人在青石上对坐，几杯下肚，道士的话匣子渐渐打开。他讲起年轻时云游各处的见闻，讲起各处的风土人情，语气中透着几分过来人的感慨。\n\n酒酣耳热，你感觉与这道士之间的距离近了不少。	The Taoist's Displeasure
TRES_TUT_DRINK_TOGETHER_NAME_0	共饮	Wait for the Taoist to act. Interrupting him may not go over well.
TRES_TUT_FINAL_REVEAL_DESCRIPTION_0	下山去了	He sits down and begins the ritual.
TRES_TUT_FINAL_REVEAL_DESCRIPTION_1	你站在山巅，回望这一路——从山脚遇道士，到山腰得指点，再到此刻俯瞰万山。\n\n风从四面八方吹来，你忽然感觉自己不再只是那个初出茅庐的书生了。泰山的灵秀之气仿佛渗入了你的骨血，那些不曾想过的才华、那些深藏的城府、那份与生俱来的定力，都在这一刻变得清晰起来。\n\n再看这天地，你有了新的感悟——朝堂的风声、人间的恩怨、那些暗流涌动的关系网，都隐隐浮现。\n\n泰山之行，不虚此行。\n\n[size=13][color=#888888]系统提示：新的界面元素已解锁。右下角的按钮可查看人脉、理念、诗词等功能[/color][/size]	Waiting
TRES_TUT_FINAL_REVEAL_NAME_0	豁然开朗	I am Du Fu. I travel to broaden my knowledge of the world.
TRES_TUT_GOODBYE_DESCRIPTION_0	后会有期	A Chance Meeting in the Mountains
TRES_TUT_GOODBYE_DESCRIPTION_1	离别的日子终于到了。你在山脚下与玄明道人告别。

「去吧。」道士挥了挥手，神色平静，「你我有缘，日后自会再见。」

你深深鞠了一躬，转身踏上归途。走出几步，又忍不住回头看了一眼——道士已转身走向山中，身形渐渐隐入林间。

你心想，此番泰山之行使你获益良多，日后再来拜访。

只是你没想到，这一别，竟过了二十年。	The Taoist sizes you up, then smiles: \"This humble priest has cultivated on this mountain for many years and has learned to read a man. Your steps are steady, young friend — not frail like the typical scholar.\"\n\nHe gestures with his whisk, beckoning you to sit: \"May I ask your distinguished name? What brings you to Mount Tai?\"
TRES_TUT_GOODBYE_NAME_0	下山	This junior will remember.
TRES_TUT_IDEA_HINT_DESCRIPTION_0	我心中似乎有了方向	The Taoist nods slightly: \"To possess such ambition at your age — rare indeed.\"\n\nHe presses a hand on your shoulder and studies your complexion: \"Your frame is sturdy, your color healthy — your family has not neglected you. When abroad in the world, your body is your capital and coin is your provision. Keep both ever in mind.\"\n\nHe produces a copper coin from his sleeve and toys with it: \"This humble priest has wandered far and wide. I know well how a single copper coin can humble even the mightiest of men. Your purse is not yet empty — travel while you are young.\"
TRES_TUT_IDEA_HINT_DESCRIPTION_1	站在泰山之巅，你俯瞰着脚下的云海和远方的山河。此行泰山的收获远超预期。\n\n你心中隐隐有了些关于未来的想法——虽然还很模糊，但你能感觉到，自己的人生不该只是随波逐流。\n\n点击右下角蓝色印章，将这份感悟化为前行的方向。	A Youth's High Spirits
TRES_TUT_IDEA_HINT_NAME_0	新的领悟	This junior would hear more.
TRES_TUT_IDEA_UNLOCK_DESCRIPTION_0	我明白了	The Taoist returns the coin to you, his tone turning earnest: \"Young Du, this humble priest sees that you are not one content with mediocrity. Scholars like you carry a fire within their hearts — that is ambition, that is purpose.\"\n\nHe raises a hand toward the distance: \"Look upon this world. Some chase fame and fortune. Some worry for family and country. You study the sages — to what end, then?\"\n\nHe pauses: \"Literary genius, renown, fortune's favor — these three will propel you forward, yet they will trip you at critical moments. Know their measure, and you shall travel far.\"
TRES_TUT_IDEA_UNLOCK_DESCRIPTION_1	你站在山巅，迎着猎猎山风，心中涌起一股从未有过的豪情。\n\n道士的话又在耳边响起——「人生在世，最要紧的是什么？」\n\n那时你没有回答。但现在，你心中有了答案。天下这么大，总有一条路，是为你准备的。	Ambitions to the Four Corners
TRES_TUT_IDEA_UNLOCK_NAME_0	远大志向	Thank you for your guidance, Master.
TRES_TUT_JIAOYOU_DRINK_DESCRIPTION_0	与玄明道人共饮	The Taoist gives you another long look, then speaks: \"Your literary talent is passable, but your body still needs tempering. Mountaineering is not won with the brush — it is won with the legs. This frame of yours — if you do not first weather it, I fear you will not travel far.\"\n\nHe rises, dusts off his robe, and presses a hand on your shoulder — not too light, not too heavy.\n\n\"Mm. Your foundation is solid. I have seen many scholars — after ten years buried in books, they emerge stooped and hunched. Your frame is stronger than theirs.\"\n\nHe teaches you a few breathing exercises and counsels: \"One who climbs mountains — vigor is your capital. Remember this truth.\"\n\n[size=13][color=#888888]System Tip: Hover over the markings that appear on the left to view detailed effect descriptions.[/color][/size]
TRES_TUT_JIAOYOU_DRINK_NAME_0	交游 · 共饮	Body Forged Strong
TRES_TUT_JIAOYOU_TALK_DESCRIPTION_0	和道长说几句话	This junior was born in the fifteenth year of the Kaiyuan era of the Great Tang. I should be twenty-six this year.
TRES_TUT_JIAOYOU_TALK_NAME_0	交游 · 问道士话	The Taoist strokes his beard and laughs: \"This humble priest has dwelt long in the mountains — the passing of months and years has grown faint to me. But tell me, young friend — do you know what year it is now?\"\n\nHe gazes toward the distant horizon, his eyes seeming to pierce the clouds: \"One who cultivates the Way counts not the seasons, but a scholar like you must keep them in mind. When to sit the examinations, when to enter the capital — these are matters of consequence.\"\n\nHe points beyond the mountains: \"Mark the days. Do not squander time.\"\n\n[size=13][color=#888888]System Tip: The time panel in the upper-right corner displays the current reign era and tenday. Each white orb represents one day — in this tutorial, only 2 days are available per tenday. Click the \"Skip\" button to quickly end the current tenday and advance to the next.[/color][/size]
TRES_TUT_LOOKUP_MOUNTAIN_DESCRIPTION_0	一览众山小	Share a drink with the Taoist Master.
TRES_TUT_LOOKUP_MOUNTAIN_DESCRIPTION_1	你登上泰山之巅，极目远眺。

脚下的云雾如海浪般翻涌，远处群山在云海中若隐若现，如同浮在白色汪洋中的青色岛屿。天穹如盖，星斗罗列其间，天地间仿佛只剩下你一人。

万里沧波翻涌，日月若出其中，星汉灿烂若出其里。

一页页竹简在眼前展开，上面写满了兴亡成败的名字。

你忽然明白——这壮丽山河，便是你要书写的诗行。	Time Flies Like the Shuttle
TRES_TUT_LOOKUP_MOUNTAIN_NAME_0	一览众山	You produce the wineskin from your belt and wave it before the Taoist.\n\nThe Taoist's eyes light up: \"Well done, lad! You brought wine to Mount Tai?\"\n\nThe two of you sit facing each other on the green stone. After a few cups, the Taoist's reserve loosens. He recounts tales from his wandering youth — the customs and peoples of distant lands — his voice tinged with a veteran's nostalgia.\n\nWarm with wine, you feel the distance between you and this Taoist shrink considerably.
TRES_TUT_MEET_TAOIST_DESCRIPTION_0	我来游历天下，增长见识	Drinking Together
TRES_TUT_MEET_TAOIST_DESCRIPTION_1	我来寻找作诗的灵感	Descend the mountain.
TRES_TUT_MEET_TAOIST_DESCRIPTION_2	我……我也不知道，就是觉得该来	Sudden Illumination
TRES_TUT_MEET_TAOIST_DESCRIPTION_ML	泰山巍峨，山脚下鸟语花香，溪水潺潺。你正沉醉于这天地间的灵气，忽见一位白发道士端坐于青石之上。他仙风道骨，手持拂尘，双目微阖，像是早已在此等候多时。

他缓缓睁开眼，打量着你片刻，开口问道：「少年人，你为何来到这泰山？」	You stand at the summit and look back upon the road you have traveled — from meeting the Taoist at the mountain's foot, to receiving his guidance on the slopes, to this moment gazing down upon ten thousand peaks.\n\nThe wind rushes in from every direction, and you suddenly feel you are no longer just that callow young scholar. Mount Tai's numinous spirit seems to have seeped into your very blood. Talents you never imagined, depths of shrewdness long hidden, a composure born within you — all become sharp and clear in this moment.\n\nYou look upon the world anew with fresh insight — the whispers of the court, the grudges and debts among men, the undercurrents of power and connection — all loom before you, faint but unmistakable.\n\nThis journey to Mount Tai has not been in vain.\n\n[size=13][color=#888888]System Tip: New interface elements are now unlocked. The buttons in the lower-right corner provide access to Connections, Ideas, Poems, and other features.[/color][/size]
TRES_TUT_MEET_TAOIST_NAME_0	泰山脚下	Until we meet again.
TRES_TUT_MOVE_AWAY_DESCRIPTION_0	好大的雾	你深深鞠了一躬，转身踏上归途。走出几步，又忍不住回头看了一眼——道士已转身走向山中，身形渐渐隐入林间。
TRES_TUT_MOVE_AWAY_DESCRIPTION_1	你沿着山路走到了泰山另一侧。抬头想看清山顶的轮廓，却发现一层浓雾将山头裹得严严实实，什么也看不见。

山风一起，雾气翻涌如浪，隐约间似乎能瞧见山巅的轮廓，又好像什么都没有。

你想起了道士——他在此山修行多年，或许知道这雾的来历。	「去吧。」道士挥了挥手，神色平静，「你我有缘，日后自会再见。」
TRES_TUT_MOVE_AWAY_NAME_0	山间迷雾	你心想，此番泰山之行使你获益良多，日后再来拜访。
TRES_TUT_NO_INSPIRATION_DESCRIPTION_0	看来需要喝点酒助兴	只是你没想到，这一别，竟过了二十年。
TRES_TUT_NO_INSPIRATION_DESCRIPTION_1	还是算了	Descending the Mountain
TRES_TUT_NO_INSPIRATION_DESCRIPTION_ML	你面对壮丽的山河，想要写一首诗记录下来。然而提起笔，脑中却一片空白。

搜肠刮肚半天，只写出几句干巴巴的字句，连你自己看了都摇头。

你想起道士说过的话——「登山不是靠笔杆子」。或许，你还需要一点别的什么。	The day of parting arrives at last. At the foot of the mountain, you bid farewell to Taoist Master Xuanming.\n\n\"Go on.\" He waves a hand, his expression serene. \"You and I share a bond of affinity. We shall meet again, in time.\"\n\nYou bow deeply, turn, and set out on the road home. After a few steps, you cannot help but glance back — the Taoist has already turned toward the mountain, his figure slowly vanishing into the forest.\n\nThis journey to Mount Tai has profited you greatly, you think. You will return to pay a visit someday.\n\nWhat you do not realize is that this parting will stretch across twenty years.
TRES_TUT_NO_INSPIRATION_NAME_0	文思枯涩	A direction seems to have formed in my heart.
TRES_TUT_POEM_REVIEW_DESCRIPTION_0	请道长指点	A New Realization
TRES_TUT_POEM_REVIEW_DESCRIPTION_1	几杯药酒下肚，文思果然如泉涌。你一气呵成写下一首《望岳》，字里行间尽是少年人的锐气与壮志。

道士不知何时已站在你身后，探头看了一眼诗稿，眼中闪过惊艳之色。

「好！好一句『会当凌绝顶，一览众山小』！」道士拍手称赞，「年轻人，你这诗才，他日必有大名，青史留名不在话下。」	Standing atop Mount Tai, you look down upon the sea of clouds at your feet and the mountains and rivers stretching into the distance. This journey has yielded far more than you expected.\n\nVague thoughts about the future stir within you — still indistinct, but you can feel that your life should be more than drifting with the current.\n\nClick the blue stamp in the lower-right corner to crystallize this insight into a direction forward.
TRES_TUT_POEM_REVIEW_NAME_0	道人评诗	I understand now.
TRES_TUT_RESIDE_BASE_DESCRIPTION_0	起身前行	You stand at the summit, the fierce mountain wind whipping past you, and a heroic fervor like never before surges within your chest.\n\nThe Taoist's words echo in your ears — \"What matters most in this life?\"\n\nYou had no answer then. But now, the answer rests in your heart. The world is vast — somewhere, a path awaits that is meant for you.
TRES_TUT_RESIDE_BASE_DESCRIPTION_1	你在泰山脚下寻了一处青石坐下。山风轻拂，草木清香扑鼻。远处传来几声鸟鸣，更显得山间幽静。歇息片刻，你决定继续前行。	Lofty Aspirations
TRES_TUT_RESIDE_BASE_NAME_0	山脚歇息	Drink with Taoist Master Xuanming.
TRES_TUT_RESIDE_UPPER_DESCRIPTION_0	继续赶路	Socialize · Share a Drink
TRES_TUT_RESIDE_UPPER_DESCRIPTION_1	山腰处的风景与山脚迥然不同。松涛阵阵，云雾时聚时散。你靠在树干上，望着远处的层峦叠嶂，心中涌起一股登高望远的豪情。	Exchange a few words with the Taoist Master.
TRES_TUT_RESIDE_UPPER_NAME_0	山中歇息	Socialize · Speak with the Taoist
TRES_TUT_RETURN_TAOIST_DESCRIPTION_0	山顶被大雾罩着，什么也看不见	脚下的云雾如海浪般翻涌，远处群山在云海中若隐若现，如同浮在白色汪洋中的青色岛屿。天穹如盖，星斗罗列其间，天地间仿佛只剩下你一人。
TRES_TUT_RETURN_TAOIST_DESCRIPTION_1	你回到道士打坐的青石旁。他仍是那副云淡风轻的模样，但听到脚步声便已睁开眼。

「回来了。」他语气平静，「看你的表情，是遇到了什么？」	All other mountains dwarfed beneath.
TRES_TUT_RETURN_TAOIST_NAME_0	再见道人	万里沧波翻涌，日月若出其中，星汉灿烂若出其里。
TRES_TUT_TALK_NO_RESPONSE_DESCRIPTION_0	先不打扰道长了	一页页竹简在眼前展开，上面写满了兴亡成败的名字。
TRES_TUT_TALK_NO_RESPONSE_DESCRIPTION_1	你走近道士打坐的青石旁，轻声唤了几句。「道长？」\n\n道士盘膝而坐，双目紧闭，呼吸悠长，似乎已入定境。你等了片刻，他依然没有任何回应。\n\n看来道长正在修炼的关键时刻，不便打扰。还是先去别处转转吧。	你忽然明白——这壮丽山河，便是你要书写的诗行。
TRES_TUT_TALK_NO_RESPONSE_NAME_0	无回应	You scale Mount Tai's summit and gaze into the far distance.\n\nThe clouds beneath your feet churn like an ocean of waves. Distant peaks emerge and vanish in the sea of mist, like azure islands floating in a white expanse. The dome of heaven arches above, the stars arrayed across it, and for a moment you feel utterly alone between sky and earth.\n\nTen thousand leagues of deep-blue waves surge and roll — the sun and moon seem to rise from within them, the River of Stars to pour from their depths.\n\nScroll after scroll of bamboo slips unfurl before your eyes, filled with the names of those who rose and fell, who triumphed and perished.\n\nYou suddenly understand — this magnificent landscape, this is the poetry you are meant to write.
TRES_TUT_TAOIST_NAME_0	玄明道人	All Mountains Dwarfed
TRES_TUT_TRAIT_DEMO_DESCRIPTION_0	多谢道长指点	I travel the realm to broaden my understanding.
TRES_TUT_TRAIT_DEMO_DESCRIPTION_1	道士在你肩上拍了拍，力道不轻不重。\n\n「嗯，底子不错。我见过不少读书人，十年寒窗下来不是弯腰就是驼背。你这副筋骨，比他们强。」\n\n他简单教了你几式调息之法，嘱咐道：「登山之人，气力是本钱。记着这个道理。」	I have come seeking inspiration for my poetry.
TRES_TUT_TRAIT_DEMO_NAME_0	身强体壮	I... I don't know either. I just felt I had to come.
TRES_TUT_VAST_WORLD_DESCRIPTION_0	好一片天地	Mount Tai stands majestic. At its foot, birds sing among fragrant blossoms, and brooks murmur over smooth stones. You are drinking in the numinous spirit of this place when you suddenly notice a white-haired Taoist seated upon a green boulder. His bearing is transcendent, a horsetail whisk in hand, his eyes gently closed — as though he has been waiting here for you all along.\n\nHe slowly opens his eyes, studies you for a moment, then speaks: \"Young man, why have you come to Mount Tai?\"
TRES_TUT_VAST_WORLD_DESCRIPTION_1	道士带你绕过几条山路，眼前豁然开朗——一整片开阔的山谷，远处群山如黛，云海翻涌。风声穿过松林，带着湿润的草木气息。

你站在崖边，看着脚下绵延至天际的山脉，胸中涌起一股说不清的情绪。天地如此之大，而你只是其中一粒尘埃。

道士在你身旁站定，轻声道：「贫道需打坐片刻，你自去转转吧。这山间还有不少可看之处。」

说罢，他寻了一块青石盘膝坐下，闭上双眼，不再言语。	他缓缓睁开眼，打量着你片刻，开口问道：「少年人，你为何来到这泰山？」
TRES_TUT_VAST_WORLD_NAME_0	天地苍茫	At the Foot of Mount Tai
TRES_TUT_ZHU_LIU_BASE_DESCRIPTION_0	在泰山脚下歇息	Such thick fog!
TRES_TUT_ZHU_LIU_BASE_NAME_0	驻留 · 泰山脚下	山风一起，雾气翻涌如浪，隐约间似乎能瞧见山巅的轮廓，又好像什么都没有。
TRES_TUT_ZHU_LIU_UPPER_DESCRIPTION_0	在山腰处歇息	你想起了道士——他在此山修行多年，或许知道这雾的来历。
TRES_TUT_ZHU_LIU_UPPER_NAME_0	驻留 · 泰山上	You follow the mountain path to the other side of Mount Tai. You look up, hoping to make out the summit's outline — only to find a dense fog wrapped tight around the peak, revealing nothing.\n\nThe mountain wind rises, and the fog churns like a tide. For a moment you think you glimpse the silhouette of the summit — then it is gone, as if it were never there.\n\nYou think of the Taoist — he has cultivated on this mountain for many years. Perhaps he knows the origin of this fog.
TRES_UPDATE_TO_RANK8_OFFICIAL_DESCRIPTION_0	你去找了几个朋友运作了一下	Mist Among the Mountains
TRES_UPDATE_TO_RANK8_OFFICIAL_NAME_0	升八品官	Seems I'll need some wine to stir the muse.
